"experimentname","subject","condition","session","phase","runningtrial","trial","statement","set","status","repeated_phase2","repeated_phase3","irating","irating.rt","trating","trating.rt","filter"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",730,"Die Farbe von Hühnereiern kann man anhand der Farbe der Ohrenscheiben des Huhns voraussagen.","SetB","True","No",NA,NA,NA,4,3945,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",731,"Der griechische Gott Apollon ist der Schutzherr der Küste.","SetD","True","Yes",NA,NA,NA,2,527,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",732,"In Ecuador liegt die höchstgelegene Millionenstadt der Welt.","SetD","True","Yes",NA,NA,NA,3,3514,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",733,"Tony Blair und Rowan Atkinson gingen auf die gleiche Schule.","SetD","True","Yes",NA,NA,NA,4,1709,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",734,"Es gibt drei amerikanische Städte, die ""Santa Claus"" heißen.","SetB","True","No",NA,NA,NA,5,1508,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",735,"Die Luftpumpe ist eine französische Erfindung.","SetD","False","Yes",NA,NA,NA,3,396,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",736,"Die Wüste Gobi ist eine Felswüste.","SetD","False","Yes",NA,NA,NA,3,495,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",737,"Kaiser Konstantin IV wurde auf Befehl seiner eigenen Mutter ermordet.","SetB","True","No",NA,NA,NA,4,525,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",738,"Tuberkulose wird durch Viren übertragen.","SetB","False","No",NA,NA,NA,4,720,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",739,"Tennis wurde in englischen Klöstern erfunden. ","SetB","False","No",NA,NA,NA,2,962,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",740,"Ein Systemabsturz eines Mac-Rechners wird durch ein Warndreieck angezeigt.","SetD","False","Yes",NA,NA,NA,4,445,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",741,"Laut EU-Vorschrift darf ein iPod die Lautstärke von 80 Dezibel nicht  überschreiten. ","SetB","False","No",NA,NA,NA,4,2609,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",742,"Schwebfliegen sind die einzigen Insekten die rückwärts fliegen können.","SetB","False","No",NA,NA,NA,4,706,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",743,"Albert Einstein heiratete seine Cousine.","SetB","True","No",NA,NA,NA,4,659,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",744,"Die Erde wird in 340 Längenkreise unterteilt.","SetD","True","Yes",NA,NA,NA,3,521,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",745,"Alexander Graham Bell erfand das Tragflügelboot.","SetB","True","No",NA,NA,NA,4,2516,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",746,"Erdbeeren enthalten mehr Vitamin C als Orangen.","SetB","True","No",NA,NA,NA,3,683,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",747,"In Angola ist Spanisch die offizielle Amtssprache.","SetD","False","Yes",NA,NA,NA,2,860,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",748,"Die italienische Flagge wurde von Giuseppe Garibaldi entworfen.","SetB","False","No",NA,NA,NA,4,482,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",749,"Schären sind Talgletscher in Skandinavien.","SetB","False","No",NA,NA,NA,4,2110,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",750,"Jürgen Klinsmann erhielt bei Bayern München den Spitznamen ""Flipper"".","SetB","True","No",NA,NA,NA,4,413,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",751,"Die Gebrüder Montgolfier entwarfen den ersten Fallschirm.","SetB","False","No",NA,NA,NA,4,411,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",752,"Bei Männern heißt übermäßiger Geschlechtstrieb nicht Nymphomanie sondern Satyriasis.","SetD","True","Yes",NA,NA,NA,5,2145,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",753,"Mongolen geben Salz statt Zucker in ihren Tee.","SetD","True","Yes",NA,NA,NA,2,504,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",754,"Eine Stubenfliege hat eine maximale Lebensdauer von 70 Tagen.","SetB","True","No",NA,NA,NA,4,3665,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",755,"Der Allradantrieb wurde 1938 in England erfunden.","SetB","False","No",NA,NA,NA,4,1343,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",756,"Der Segozero in Russland ist der größte See Europas.","SetD","False","Yes",NA,NA,NA,3,1854,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",757,"Gisèle Bündchen hat einen Zwillingsbruder.","SetD","False","Yes",NA,NA,NA,3,435,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",758,"Ein menschliches Haar wächst jährlich ca. 85 mm.","SetB","True","No",NA,NA,NA,4,999,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",759,"Den Haag ist der offizielle Verwaltungssitz der Niederlande. ","SetB","True","No",NA,NA,NA,4,985,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",760,"Der Null-Meridian läuft durch den Londoner Stadtteil Kingston.","SetD","False","Yes",NA,NA,NA,5,2442,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",761,"Das Zwerghörnchen ist das kleinste Säugetier Europas.","SetB","False","No",NA,NA,NA,4,1778,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",762,"Das Osterfest fällt immer auf den ersten Sonntag nach Neumond nach dem 21. März.","SetD","False","Yes",NA,NA,NA,4,1279,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",763,"Julius Cäsar und Alexander der Große litten beide unter Epilepsie.","SetD","True","Yes",NA,NA,NA,4,474,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",764,"Die Schweden führten als erste Kartons anstelle von Milchflaschen ein.","SetB","True","No",NA,NA,NA,4,3707,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",765,"König Karl IV von Frankreich wurde auch ""Karl der Böse"" genannt.","SetD","False","Yes",NA,NA,NA,3,648,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",766,"Das hawaiianische Alphabet besteht aus nur 12 Buchstaben.","SetB","True","No",NA,NA,NA,2,2998,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",767,"Der heißeste Ort im jährlichen Mittel ist Duri in Somalia mit 34,4° Celsius.","SetD","False","Yes",NA,NA,NA,2,1455,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",768,"Tom Cruise ist Legastheniker.","SetD","True","Yes",NA,NA,NA,2,668,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",769,"Dreifarbige Katzen sind fast immer weiblich.","SetB","True","No",NA,NA,NA,2,4117,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",770,"Das Lieblingsgetränk von Benedikt XVI. ist Fanta.","SetB","True","No",NA,NA,NA,4,1530,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",771,"Markus Merk wurde Weltschiedsrichter des Jahres 2006.","SetB","False","No",NA,NA,NA,4,4096,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",772,"Ein Schwan trägt ca. 50.000 Federn am Körper.","SetB","False","No",NA,NA,NA,4,1683,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",773,"Bei einer HIV-Infizierung sind die weißen Blutkörperchen von dem Virus befallen.","SetD","True","Yes",NA,NA,NA,1,2885,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",774,"Otto Rehhagel wurde 2004 als ""Grieche des Jahres"" ausgezeichnet.","SetD","True","Yes",NA,NA,NA,2,574,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",775,"Volleyball wurde in Florida erfunden.","SetB","False","No",NA,NA,NA,5,483,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",776,"Der Philosoph Platon war einer der besten Speerwerfer seiner Zeit.","SetD","False","Yes",NA,NA,NA,2,663,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",777,"Eine wirkungsvolle Art eine Kakerlake zu töten ist ihr den Kopf abzutrennen.","SetD","False","Yes",NA,NA,NA,5,879,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",778,"Henry Maske wurde Weltmeister im Cruisergewicht. ","SetD","False","Yes",NA,NA,NA,3,450,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",779,"Das einzige Bild, das Van Gogh zu seinen Lebzeiten verkaufte, war ""Der rote Weinberg"".","SetB","True","No",NA,NA,NA,4,592,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",780,"Die Gruppe Tokio Hotel hieß früher ""Devilish"".","SetD","True","Yes",NA,NA,NA,3,416,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",781,"Die Torstangen im Eishockey sind rot.","SetD","True","Yes",NA,NA,NA,5,478,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",782,"Tiger haben nicht nur gestreiftes Fell, sondern auch gestreifte Haut.","SetB","True","No",NA,NA,NA,4,754,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",783,"Die Tanne ist der Nadelbaum mit den längsten Nadeln.","SetB","False","No",NA,NA,NA,5,3570,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",784,"Die Luftröhre eines Menschen ist durchschnittlich 24 cm lang. ","SetB","False","No",NA,NA,NA,3,3668,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",785,"Das erste Taschenbuch der Geschichte war Goethes ""Faust"".","SetD","True","Yes",NA,NA,NA,2,1264,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",786,"Sumatra ist die viertgrößte Insel der Welt. ","SetB","False","No",NA,NA,NA,3,528,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",787,"Ende 2003 waren in Deutschland 15 Atomkraftwerke am Netz. ","SetB","False","No",NA,NA,NA,5,2318,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",788,"11,9% der Erdoberfläche liegen 1000 Meter über dem Meeresspiegel. ","SetD","False","Yes",NA,NA,NA,4,8401,"selected"
"TE_Experiment1",64,8,1,2,"JudgmentsP2",789,"Nauru ist die kleinste souveräne Republik der Erde.","SetD","True","Yes",NA,NA,NA,2,498,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",1,"Der erste Bordcomputer für Autos wurde in Amerika entwickelt. ","SetA","False",NA,"No",NA,NA,5,4635,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",2,"Der Durchmesser des Wurfkreises beim Diskuswerfens beträgt 2,5 m.","SetA","True",NA,"No",NA,NA,3,5392,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",3,"Die Insel Ösel gehört zu Dänemark.","SetA","False",NA,"No",NA,NA,5,2229,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",4,"Der Prophet Mohammed arbeitete vor seiner religiösen Berufung als Arzt. ","SetA","False",NA,"No",NA,NA,2,756,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",5,"Der Pavane ist ein spanisch-italienischer Volkstanz aus dem 16. Jahrhundert.","SetA","True",NA,"No",NA,NA,4,678,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",6,"Das Domino-Spiel besteht aus 28 Steinen.","SetA","True",NA,"No",NA,NA,4,617,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",7,"Der Bereich zwischen den Augenbrauen heißt Glabella.","SetA","True",NA,"No",NA,NA,3,1311,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",8,"Der See Genezareth ist das tiefst gelegenste stehende Gewässer der Erde.","SetC","False",NA,"Yes",NA,NA,3,1143,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",9,"1 Meter entspricht dem fünfzigmillionsten Teil des Erdumfangs.","SetA","False",NA,"No",NA,NA,1,4551,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",10,"Freddie Mercurys richtiger Name lautete Farrokh Bulsara.","SetA","True",NA,"No",NA,NA,3,1020,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",11,"Die Aktivität einer radioaktiven Substanz wird in Sievert gemessen.","SetC","False",NA,"Yes",NA,NA,2,1353,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",12,"Unter den Bären legt der Braunbär die größten Entfernungen zurück.","SetA","False",NA,"No",NA,NA,5,5202,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",13,"Der Name BenQ steht für Bringing Enjoyment and Quality to Life.","SetA","True",NA,"No",NA,NA,4,1505,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",14,"Alle Uhren im Film ""Pulp Fiction"" stehen auf 4.10 Uhr.","SetC","False",NA,"Yes",NA,NA,5,504,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",15,"In Deutschland leiden ca. 1 Millionen Menschen an Alzheimer.","SetC","True",NA,"Yes",NA,NA,4,473,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",16,"Ein Mensch, der unter Androphobie leidet, hat Angst vor anderen Menschen.","SetC","False",NA,"Yes",NA,NA,3,1058,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",17,"Der richtige Name des Krümelmonsters aus der Sesamstraße lautet ""Sam"".","SetC","False",NA,"Yes",NA,NA,2,511,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",18,"Ein Polospiel ist in Zeitabschnitte von 7,5 Minuten unterteilt, die man ""Chukkas"" nennt.","SetC","True",NA,"Yes",NA,NA,4,720,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",19,"Hamburg hat mehr Brücken als die Städte Venedig, Amsterdam und London zusammen.","SetC","True",NA,"Yes",NA,NA,2,1331,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",20,"Jimmy Carter war der einzige geschiedene US-Präsident.","SetC","False",NA,"Yes",NA,NA,3,481,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",21,"Die Stilrichtung des Impressionismus entwickelte sich in Spanien. ","SetA","False",NA,"No",NA,NA,4,2606,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",22,"Karl Marx wurde in London begraben.","SetC","True",NA,"Yes",NA,NA,6,926,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",23,"Beim Rugby gibt es 30 Spieler.","SetC","True",NA,"Yes",NA,NA,4,1521,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",24,"Die Slavonia war das erste Schiff, das das SOS-Notsignal benutzte.","SetC","True",NA,"Yes",NA,NA,4,1060,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",25,"Der rote Naturfarbstoff in den Schalen von Krustentieren heißt Xanthophyll.","SetC","False",NA,"Yes",NA,NA,4,497,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",26,"Jean-Jaques Rousseau war alleinerziehender Vater.","SetC","False",NA,"Yes",NA,NA,2,1111,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",27,"Der Film ""Ein unmoralisches Angebot"" bekam die goldene Himbeere verliehen.","SetC","True",NA,"Yes",NA,NA,2,687,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",28,"Die Schwarzerle zählt zu den Buchengewächsen.","SetA","False",NA,"No",NA,NA,4,626,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",29,"Die Wüste Dahna liegt in Saudi-Arabien.","SetC","True",NA,"Yes",NA,NA,4,842,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",30,"Kamele sind über kurze Distanzen schneller als ein Rennpferd.","SetC","False",NA,"Yes",NA,NA,5,605,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",31,"Seepferdchen gehören zur Gattung der Fische.","SetA","True",NA,"No",NA,NA,2,440,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",32,"In Bolivien liegt der höchstgelegene Regierungssitz der Welt.","SetA","True",NA,"No",NA,NA,3,1892,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",33,"Im Arabischen gibt es etwa 500 Worte für ""Kamel"".","SetC","False",NA,"Yes",NA,NA,5,497,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",34,"Die Band ""Oasis"" hat sich nach einem Fitness-Studio benannt.","SetC","True",NA,"Yes",NA,NA,4,647,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",35,"Manama ist die Hauptstadt Bahrains.","SetA","True",NA,"No",NA,NA,4,1161,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",36,"Das indische Tadsch Mahal wurde aus Basalt-Stein erbaut.","SetA","False",NA,"No",NA,NA,4,452,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",37,"Der einstige UNO-Generalsekretär Kofi Annan kommt aus Nigeria.","SetC","False",NA,"Yes",NA,NA,5,426,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",38,"Der erste Geldautomat wurde bereits 1939 von der City Bank of New York betrieben.","SetC","True",NA,"Yes",NA,NA,4,354,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",39,"Der neue Airbus A380 kann maximal 777 Passagiere transportieren. ","SetC","False",NA,"Yes",NA,NA,2,995,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",40,"Moritz Bleibtreu und Heike Makatsch wurden am gleichen Tag geboren.","SetC","True",NA,"Yes",NA,NA,2,435,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",41,"Die Norfolkinseln im Pazifik gehören zu Neuseeland. ","SetA","False",NA,"No",NA,NA,2,2135,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",42,"Das älteste noch existierende Parlament der Welt ist das ""Sejm"" in Polen.","SetC","False",NA,"Yes",NA,NA,3,1556,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",43,"Das Schnabeltier gehört nicht zur Gattung der Säugetiere.","SetA","False",NA,"No",NA,NA,1,2819,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",44,"Die Azoren gehören zu Spanien.","SetA","False",NA,"No",NA,NA,4,462,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",45,"Nur ca. zwei Prozent der Weltbevölkerung sind von Natur aus blond.","SetA","True",NA,"No",NA,NA,4,5400,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",46,"Ein neugeborenes Panda-Baby ist kleiner als eine Maus.","SetA","True",NA,"No",NA,NA,2,447,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",47,"Papst Johannes Paul II wurde seinerzeit als ""Mann des Jahres"" ausgezeichnet.","SetC","False",NA,"Yes",NA,NA,3,473,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",48,"Im arabischen Raum heißt Homer Simpson ""Omar Shamshoon"".","SetC","True",NA,"Yes",NA,NA,5,706,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",49,"März und April sind die heißesten Monate auf den Malediven.","SetA","True",NA,"No",NA,NA,4,922,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",50,"Spanholz besteht hauptsächlich aus Birkenholz.","SetC","True",NA,"Yes",NA,NA,4,445,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",51,"Der hundertjährige Krieg dauerte in Wahrheit nur 93 Jahre.","SetC","False",NA,"Yes",NA,NA,5,457,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",52,"Das meiste Gold wird derzeit in Südafrika gefördert.","SetA","True",NA,"No",NA,NA,4,535,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",53,"Virginia war die erste englische Kolonie in Nordamerika.","SetA","True",NA,"No",NA,NA,3,1493,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",54,"Das geflügelte Wort ""Gelobt sei, was hart macht"" geht auf  den Philosophen Friedrich Nietzsche zurück.","SetC","True",NA,"Yes",NA,NA,5,3738,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",55,"Bob Dylan arbeitet nebenberuflich als Winzer.","SetA","True",NA,"No",NA,NA,2,685,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",56,"Laut WHO sind Krebserkrankungen die häufigste Todesursache.  ","SetA","False",NA,"No",NA,NA,5,3864,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",57,"Der spanische Ex-Diktator Francisco Franco hatte den Beinamen ""Conducator"".","SetA","False",NA,"No",NA,NA,3,1547,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",58,"Die Bach-Blütentherapie ist deutlich wirksamer als ein Placebo.","SetA","False",NA,"No",NA,NA,3,1147,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",59,"Kleinohrigel haben keine Stacheln.","SetC","False",NA,"Yes",NA,NA,3,506,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",60,"Ein Dingo kann länger ohne Wasser leben als ein Kamel.","SetA","False",NA,"No",NA,NA,2,1291,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",61,"Eine der ersten deutschen Internetsuchmaschinen hieß ""Alcazar"".","SetA","False",NA,"No",NA,NA,2,536,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",62,"Der Wassergehalt bei Beeren beträgt 90%.","SetC","True",NA,"Yes",NA,NA,4,518,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",63,"Minerva ist die römische Göttin der Weisheit.","SetA","True",NA,"No",NA,NA,4,553,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",64,"Die längsten Opern stammen von Gioacchino Rossini.","SetC","False",NA,"Yes",NA,NA,4,498,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",65,"Das Jojo war ursprünglich eine philippinische Jagdwaffe.","SetA","True",NA,"No",NA,NA,5,711,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",66,"Der weiße Hai hat keine natürlichen Feinde.","SetC","True",NA,"Yes",NA,NA,6,703,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",67,"Kanada hat die längste Küste von allen Staaten der Erde.","SetA","True",NA,"No",NA,NA,3,4777,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",68,"Frauen blinzeln fast doppelt so viel wie Männer.","SetA","True",NA,"No",NA,NA,2,434,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",69,"John Wayne hieß in Wirklichkeit Jonathan Walter Miller.","SetC","False",NA,"Yes",NA,NA,4,490,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",70,"Weibliche Frettchen können an Östrogenvergiftung sterben, wenn sie läufig sind und nicht gedeckt werden.","SetA","True",NA,"No",NA,NA,6,760,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",71,"Der Mond passt vierzigmal in die Erdkugel.","SetA","False",NA,"No",NA,NA,4,5181,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",72,"Morpheus ist der griechische Gott der Träume.","SetA","True",NA,"No",NA,NA,2,1542,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",73,"In Griechenland gilt nicht Freitag der 13., sondern Mittwoch der 13. als Unglückstag.","SetC","False",NA,"Yes",NA,NA,3,890,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",74,"Der erste Sinn, der im Alter nachlässt, ist das Gehör.","SetC","False",NA,"Yes",NA,NA,5,432,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",75,"Der Kilt stammt ursprünglich aus Irland, nicht aus Schottland.","SetA","False",NA,"No",NA,NA,3,1825,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",76,"Bolivien ist der kleinste Binnenstaat Südamerikas. ","SetA","False",NA,"No",NA,NA,3,400,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",77,"Wenn sämtliches Eis der Erde schmilzt, steigt der Meeresspiegel um 150 Meter.","SetC","False",NA,"Yes",NA,NA,4,524,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",78,"Blaue Augen werden im Alter immer heller.","SetC","True",NA,"Yes",NA,NA,5,454,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",79,"Borkum ist die größte ostfriesische Insel.","SetC","True",NA,"Yes",NA,NA,3,412,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",80,"Ibo ist wie Esperanto eine künstliche Welthilfssprache.","SetA","False",NA,"No",NA,NA,3,1074,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",81,"Ultraschall sind Wellen und Schwingungen unterhalb von 16 Hertz.","SetA","False",NA,"No",NA,NA,3,554,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",82,"Italien wurde 1934 zum ersten Mal Fußballweltmeister.","SetC","True",NA,"Yes",NA,NA,4,395,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",83,"Jassir Arafat kämpfte im Sueskrieg für die ägyptische Armee.","SetC","True",NA,"Yes",NA,NA,4,487,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",84,"Ebenso wie der Fingerabdruck ist auch der Zungenabdruck eines Menschen einzigartig.","SetC","True",NA,"Yes",NA,NA,3,537,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",85,"Sheryl Crow war Hürdenläuferin.","SetA","True",NA,"No",NA,NA,2,511,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",86,"Der preußische König August I. der Starke wurde auch der Soldatenkönig genannt.","SetC","False",NA,"Yes",NA,NA,3,1696,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",87,"Pamela Anderson ist kanadische Staatsbürgerin.","SetC","True",NA,"Yes",NA,NA,3,453,"selected"
"TE_Experiment1",64,8,2,3,"JudgmentsP3",88,"Bei Nahrungsmangel kann ein Spulwurm bis zu 95% seines eigenen Körpers verzehren.","SetA","False",NA,"No",NA,NA,5,1003,"selected"
"TE_Experiment1",65,1,1,NA,"Buffer",1,"Die dänische Flagge ist die älteste unveränderte Nationalflagge der Welt.","Buffer",NA,NA,NA,3,5343,5,4507,NA
"TE_Experiment1",65,1,1,NA,"Buffer",2,"IRA ist die Abkürzung für ""Irish Revolting Army"".","Buffer",NA,NA,NA,5,4011,2,5312,NA
"TE_Experiment1",65,1,1,NA,"Buffer",3,"Der Weißmeer-Kanal ist der längste Kanal der Erde.","Buffer",NA,NA,NA,2,4136,2,3595,NA
"TE_Experiment1",65,1,1,NA,"Buffer",4,"Der Katzenwels besitzt mehr Geschmacksknospen als jedes andere Lebewesen.","Buffer",NA,NA,NA,5,2284,2,3619,NA
"TE_Experiment1",65,1,1,NA,"Buffer",5,"Ein Blatt Papier lässt sich genau achtmal in der Hälfte falten.","Buffer",NA,NA,NA,4,6105,6,2213,NA
"TE_Experiment1",65,1,1,1,"JudgmentsP1",6,"Die in Südamerika beheimatete Kammspinne zählt zu den drei giftigsten Spinnenarten der Welt.","SetB","True","No","Yes",4,1597,4,5234,NA
"TE_Experiment1",65,1,1,1,"JudgmentsP1",7,"Ende 2003 waren in Deutschland 15 Atomkraftwerke am Netz. ","SetB","False","No","Yes",5,1464,5,4424,NA
